-1.97484 1.03078
-1.35678 0.955249
-1.16666 0.992472
-1.15743 3.82688
-1.16065 0.917878
-1.16085 1.01242
-1.16096 0.939415
-1.13414 0.996243
-1.12957 0.838153
-1.1241 1.04403
-1.11142 0.863134
-1.10574 0.905539
-1.09614 2.75045
-1.10258 0.905539
-1.0984 0.905539
-1.08895 0.921954
-1.06504 0.901388
-1.03426 0.790569
-1.02872 1.80278
-1.03509 0.873212
-1.01856 0.761577
-0.989202 0.827647
-0.974267 0.832166
-0.969763 0.790569
-0.943614 0.781025
-0.937149 2.43977
-0.962573 0.743303
-0.948377 0.848528
-0.919627 0.610328
-0.884474 2.33238
-0.893968 0.694622
-0.891813 0.806226
-0.869505 0.632456
-0.859294 0.776209
-0.839692 1.33417
-0.841591 0.657647
-0.821352 0.756637
-0.794586 0.60208
-0.792672 2.01556
-0.803259 0.60208
-0.81667 0.632456
-0.77818 0.618466
-0.745348 3.13847
-0.756808 0.608276
-0.769422 0.65
-0.770983 0.65
-0.749174 0.604152
-0.73392 3.18277
-0.742744 0.60208
-0.761218 0.610328
-0.771547 0.565685
-0.757904 0.707107
-0.706631 0.540833
-0.679155 0.471699
-0.672649 0.67082
-0.667099 0.538516
-0.641292 0.447214
-0.624044 2.73724
-0.650563 0.570088
-0.680026 0.552268
-0.668575 0.6
-0.644394 0.460977
-0.614597 0.552268
-0.611495 1.51327
-0.623683 0.452769
-0.611922 0.474342
-0.586011 0.460977
-0.576364 1.45774
-0.586364 0.474342
-0.583206 0.447214
-0.542005 0.471699
-0.507786 2.15928
-0.520421 0.33541
-0.553371 0.5
-0.568627 0.492443
-0.518857 0.390512
-0.475519 0.353553
-0.450117 0.390512
-0.442205 0.380789
-0.440707 0.316228
-0.43663 0.4272
-0.433361 0.316228
-0.427886 0.715891
-0.430854 0.353553
-0.414927 0.403113
-0.36195 0.2
-0.332071 1.49164
-0.346218 0.25
-0.372331 0.304138
-0.369601 0.291548
-0.343887 0.304138
-0.322214 0.25
-0.278582 0.223607
-0.234715 0.158114
-0.207867 0.180278
-0.203821 0.158114
-0.202112 0.212132
-0.200929 0.111803
-0.199529 0.212132
-0.177168 0.141421
-0.155563 0.0707107
-0.141421 30.3078
-0.148995 0.141421
-0.14964 0.141421
-0.172824 0.111803
-0.234493 0.111803
-2.02393 1.0198
-1.41553 1.05948
-1.20331 0.921954
-1.17036 1.05119
-1.14818 0.85
-1.14216 1.03078
-1.13645 1.85068
-1.14228 0.921954
-1.1185 1
-1.09592 0.813941
-1.09534 2.81114
-1.10807 0.930054
-1.10482 0.890225
-1.06223 0.832166
-1.02161 0.874643
-1.01643 1.67631
-1.01736 0.824621
-1.00358 0.873212
-0.995251 0.756637
-0.97917 0.863134
-0.96827 0.801561
-0.954216 0.756637
-0.945578 1.61245
-0.949015 0.801561
-0.94419 0.764853
-0.922526 0.764853
-0.908405 0.743303
-0.897274 1.47733
-0.900464 0.715891
-0.896706 0.806226
-0.89346 1.46031
-0.893831 0.680074
-0.886927 0.743303
-0.863578 0.707107
-0.856022 2.86007
-0.876918 0.636396
-0.888642 0.715891
-0.856108 0.680074
-0.817195 0.65192
-0.802321 2.75409
-0.816707 0.715891
-0.830875 0.608276
-0.825669 0.657647
-0.801589 0.632456
-0.794688 2.00562
-0.806408 0.65192
-0.801662 0.60208
-0.754633 0.657647
-0.725539 2.4135
-0.730576 0.502494
-0.738708 0.715891
-0.743736 0.559017
-0.725161 0.585235
-0.704404 0.604152
-0.680564 0.5
-0.661156 2.77218
-0.667312 0.610328
-0.672812 0.492443
-0.664382 0.494975
-0.661764 0.570088
-0.634787 0.540833
-0.630485 0.460977
-0.601168 0.583095
-0.579749 0.380789
-0.568445 0.514782
-0.551353 1.45602
-0.568937 0.403113
-0.566477 0.585235
-0.543516 0.4
-0.484165 0.35
-0.470278 2.17083
-0.521451 0.35
-0.546209 0.452769
-0.532633 0.380789
-0.477238 0.452769
-0.466103 1.52069
-0.479058 0.291548
-0.485267 0.4272
-0.470965 0.353553
-0.442949 0.320156
-0.439424 0.460977
-0.431607 0.282843
-0.410476 0.353553
-0.406243 1.47648
-0.437304 0.320156
-0.455263 0.390512
-0.433886 0.403113
-0.360804 0.212132
-0.323491 2.40208
-0.348124 0.25
-0.392106 0.33541
-0.396225 0.25
-0.380384 0.35
-0.38 0.3
-0.371803 0.35
-0.336081 0.223607
-0.289977 0.254951
-0.253639 0.158114
-0.244246 5.85875
-0.288601 0.223607
-0.411349 0.206155
-1.91792 1.1068
-1.25604 0.776209
-1.1015 0.982344
-1.08832 3.65
-1.10418 0.9
-1.10081 0.951315
-1.09419 0.905539
-1.07935 3.65034
-1.09354 0.855862
-1.11385 0.934077
-1.0931 0.886002
-1.05646 0.806226
-1.0301 0.919239
-1.02753 3.46013
-1.04792 0.832166
-1.06055 0.832166
-1.05425 0.813941
-1.01984 0.813941
-1.01238 2.65047
-1.04339 0.860233
-1.04347 0.890225
-1.01027 0.782624
-0.977592 0.806226
-0.972253 2.54608
-0.99446 0.838153
-0.995258 0.790569
-0.95721 0.75
-0.91248 3.05369
-0.925019 0.667083
-0.951496 0.85
-0.95 0.7
-0.900172 0.8
-0.881932 2.87446
-0.899607 0.65192
-0.89883 0.790569
-0.897466 0.65
